publication_uniqueID,articletype,count_authors,Publication Date,Category Normalized Citation Impact
Pub58373,Review,4,2014,0.0678
Pub23311,Meeting Abstract,7,2014,0
Pub98043,Meeting Abstract,4,2016,0
Pub97151,Meeting Abstract,3,2006,0
Pub39772,Meeting Abstract,6,2011,0
Pub88476,Meeting Abstract,7,2012,0
Pub91638,Meeting Abstract,4,2007,0
Pub63972,Meeting Abstract,5,2010,0
Pub33466,Meeting Abstract,3,2016,0
Pub25100,Meeting Abstract,3,2016,0
Pub67741,Meeting Abstract,4,2008,0
Pub89260,Editorial Material,2,2016,0.1969
Pub37925,Article,9,2017,1.7024
Pub24725,Meeting Abstract,3,2009,0
Pub40497,Meeting Abstract,5,2009,0
Pub53315,Meeting Abstract,6,2013,0
Pub31635,Meeting Abstract,3,2011,0
Pub85956,Meeting Abstract,6,2016,0
Pub34873,Meeting Abstract,4,2012,0
Pub11949,Article,14,2016,0.5265
Pub33767,Article,11,2017,4.3277
Pub84368,Meeting Abstract,2,2007,0
Pub27129,Meeting Abstract,8,2007,0
Pub46546,Meeting Abstract,3,2014,0
Pub64521,Article,4,2010,0.043
Pub26774,Proceedings Paper,5,2006,0
Pub96404,Meeting Abstract,7,2016,0
Pub72818,Meeting Abstract,10,2016,0
Pub44097,Meeting Abstract,4,2014,0
Pub31720,Article,4,1997,0
Pub80963,Article,4,2007,0
Pub63845,Meeting Abstract,7,2009,0
Pub09906,Proceedings Paper,3,1999,0
Pub66891,Meeting Abstract,4,2007,0
Pub04041,Meeting Abstract,2,1996,0
Pub70715,Meeting Abstract,6,1999,0
Pub91140,Meeting Abstract,5,2012,0
Pub77338,Meeting Abstract,4,1997,0
Pub97420,Meeting Abstract,10,2012,0
Pub51733,Meeting Abstract,4,2016,0
Pub00113,Meeting Abstract,3,2015,0
Pub65475,Meeting Abstract,3,2015,0
Pub01128,Meeting Abstract,17,2014,0
Pub52036,Meeting Abstract,2,2003,0
Pub39308,Meeting Abstract,5,2017,0
Pub10578,Meeting Abstract,5,2015,0
Pub06426,Letter,23,2016,1.3097
Pub95697,Article,2,2002,0
Pub87929,Meeting Abstract,5,2003,0
Pub18362,Meeting Abstract,4,2005,0
Pub77468,Meeting Abstract,3,2001,0
Pub65190,Meeting Abstract,4,2008,0
Pub70237,Meeting Abstract,4,1998,3.7696
Pub86510,Meeting Abstract,5,2013,0
Pub03386,Editorial Material,2,2014,0.1108
Pub24784,Meeting Abstract,13,2015,0
Pub22869,Meeting Abstract,4,2014,0
Pub13670,Meeting Abstract,5,2000,5.2572
Pub21284,Meeting Abstract,7,2014,5.7852
Pub54823,Meeting Abstract,13,2016,0
Pub70329,Meeting Abstract,19,2016,0
Pub13572,Meeting Abstract,7,1994,0
Pub59302,Meeting Abstract,6,2000,0
Pub72667,Meeting Abstract,3,2011,0
Pub39594,Meeting Abstract,8,2005,0
Pub79318,Meeting Abstract,4,2002,0
Pub33129,Meeting Abstract,5,2012,0
Pub77042,Meeting Abstract,4,2000,0
Pub75360,Meeting Abstract,3,1998,3.7696
Pub84442,Meeting Abstract,3,1998,0
Pub11330,Article,26,2017,2.0658
Pub48925,Meeting Abstract,3,2017,0
Pub08398,Article,5,2017,0.873
Pub24680,Article,3,2017,2.1601
Pub17970,Meeting Abstract,2,2000,0
Pub36631,Article,27,2017,2.0226
Pub11325,Meeting Abstract,5,2010,0
Pub79364,Article,2,2006,0
Pub83689,Article,5,2017,0.0855
Pub58839,Meeting Abstract,11,2005,0
Pub28786,Editorial Material,1,2002,0
Pub12889,Meeting Abstract,5,2008,0
Pub34637,Meeting Abstract,3,2014,0
Pub50325,Meeting Abstract,3,2011,0
Pub84793,Meeting Abstract,10,2014,0
Pub86913,Meeting Abstract,18,2011,0
Pub24992,Meeting Abstract,18,2012,0
Pub52005,Article,3,2016,0.315
Pub77657,Meeting Abstract,3,1998,0
Pub23518,Meeting Abstract,6,2002,0
Pub31972,Meeting Abstract,7,1998,0
Pub90233,Meeting Abstract,17,2014,0
Pub64105,Meeting Abstract,20,2013,0
Pub55104,Article,7,2017,37.6553
Pub81172,Article,4,2017,0.7792
Pub53623,Meeting Abstract,3,2001,0
Pub54117,Meeting Abstract,5,2013,0
Pub99864,Meeting Abstract,6,2012,0
Pub10719,Meeting Abstract,13,2013,0
Pub81923,Meeting Abstract,3,2012,0
Pub24830,Meeting Abstract,4,2015,0
Pub16704,Meeting Abstract,9,2008,0
Pub29975,Meeting Abstract,4,2017,0
Pub32336,Meeting Abstract,5,2000,0
Pub51377,Review,2,2002,0
Pub58165,Meeting Abstract,6,2007,0
Pub76682,Meeting Abstract,5,2003,0
Pub93177,Editorial Material,2,2004,0
Pub30531,Article,18,2016,0.3159
Pub95622,Editorial Material,2,2004,0
Pub83786,Meeting Abstract,8,2009,0
Pub96964,Meeting Abstract,2,2000,0
Pub93338,Proceedings Paper,6,1998,0
Pub28492,Meeting Abstract,3,2009,0
Pub05425,Meeting Abstract,9,2014,0
Pub58130,Meeting Abstract,61,2015,0
Pub69499,Meeting Abstract,8,2013,0
Pub13500,Meeting Abstract,7,1996,0
Pub81310,Article,6,2017,1.011
Pub71330,Meeting Abstract,2,2006,0
Pub94514,Meeting Abstract,5,2011,0
Pub46205,Meeting Abstract,6,2000,0
Pub58479,Meeting Abstract,3,1997,0
Pub82810,Meeting Abstract,13,1999,0
Pub76090,Article,24,2017,2.2441
Pub89670,Meeting Abstract,6,2014,0
Pub28791,Meeting Abstract,6,2014,0
Pub06084,Meeting Abstract,6,2014,8.2586
Pub25247,Meeting Abstract,8,2017,0
Pub32852,Meeting Abstract,8,2013,0
Pub50377,Meeting Abstract,4,2005,0
Pub18801,Meeting Abstract,7,1997,14.6539
Pub73126,Meeting Abstract,4,2005,0
Pub13631,Meeting Abstract,15,2009,0
Pub50943,Meeting Abstract,4,1999,0
Pub32903,Meeting Abstract,8,2016,0
Pub37039,Meeting Abstract,14,2016,0
Pub01180,Meeting Abstract,6,2005,0
Pub07938,Editorial Material,9,2016,0
Pub63912,Meeting Abstract,8,2016,0
Pub93057,Meeting Abstract,8,2016,0
Pub46126,Meeting Abstract,4,1998,0
Pub84148,Meeting Abstract,6,1997,0
Pub23406,Meeting Abstract,5,2010,0
Pub02873,Meeting Abstract,20,2012,0
Pub58561,Meeting Abstract,6,2010,0
Pub87400,Meeting Abstract,5,2013,0
Pub03402,Meeting Abstract,4,2016,0
Pub63945,Meeting Abstract,4,2016,0
Pub94453,Editorial Material,3,2007,0.3755
Pub07801,Article,8,2017,0.1964
Pub49904,Meeting Abstract,10,2004,0
Pub98943,Letter,2,2008,0
Pub55942,Meeting Abstract,4,2000,0
Pub01733,Meeting Abstract,9,2013,0
Pub35669,Meeting Abstract,5,2001,0
Pub62046,Meeting Abstract,6,2003,0
Pub86884,Meeting Abstract,20,2012,0
Pub06472,Meeting Abstract,24,2012,0
Pub39941,Meeting Abstract,27,2012,0
Pub25096,Meeting Abstract,6,2013,2.7274
Pub01192,Meeting Abstract,10,2015,0
Pub41887,Meeting Abstract,12,2014,0
Pub59048,Meeting Abstract,6,2016,0
Pub37550,Meeting Abstract,2,1995,0
Pub13921,Article,9,2017,0.978
Pub98499,Meeting Abstract,3,1996,0
Pub69127,Meeting Abstract,3,2013,0
Pub91432,Article,9,2016,0.1346
Pub32785,Meeting Abstract,5,2004,0
Pub02127,Article,17,2017,0.851
Pub59867,Article,3,2002,0.0596
Pub51407,Meeting Abstract,3,2000,0
Pub78247,Meeting Abstract,5,2001,0
Pub44619,Article,6,2017,0.6838
Pub83241,Meeting Abstract,2,2008,0
Pub60856,Meeting Abstract,3,2006,0
Pub47947,Proceedings Paper,8,2000,0
Pub58906,Meeting Abstract,3,2000,0
Pub02391,Meeting Abstract,8,1997,0
Pub57948,Meeting Abstract,2,2002,0
Pub94274,Meeting Abstract,5,2004,0
Pub59589,Proceedings Paper,2,1994,0
Pub62707,Article,6,2011,0.0301
Pub59301,Meeting Abstract,5,1998,0
Pub02117,Meeting Abstract,9,2004,0
Pub91291,Meeting Abstract,4,1997,0
Pub23167,Meeting Abstract,5,1999,0
Pub46513,Meeting Abstract,4,2007,0
Pub18339,Meeting Abstract,4,2017,0
Pub24450,Meeting Abstract,5,2004,0
Pub96033,Article,4,2015,0
Pub37354,Meeting Abstract,18,2009,0
Pub26350,Meeting Abstract,5,2000,0
Pub19263,Meeting Abstract,7,2008,0
Pub98307,Article,4,2017,0.582
Pub63302,Meeting Abstract,5,2009,0
Pub98998,Reprint,3,2002,0
Pub07781,Article,18,2017,2.8598
Pub43435,Meeting Abstract,4,2004,0
Pub37699,Meeting Abstract,7,2006,0
Pub09815,Article,10,2017,0.2618
Pub31030,Meeting Abstract,5,1999,0
Pub09237,Meeting Abstract,6,2013,0
Pub96892,Meeting Abstract,7,1999,4.6713
Pub87411,Meeting Abstract,9,2016,0
Pub83439,Meeting Abstract,9,2016,0
Pub87451,Article,5,2016,0.4185
Pub09449,Meeting Abstract,2,2006,0
Pub11382,Meeting Abstract,6,1997,0
Pub10510,Meeting Abstract,4,1997,0
Pub78741,Meeting Abstract,7,2003,0
Pub84087,Article,4,2017,0.664
Pub99808,Meeting Abstract,5,1998,0
Pub80316,Meeting Abstract,8,2001,0
Pub96432,Editorial Material,1,2000,0
Pub96894,Meeting Abstract,6,2008,0
Pub90663,Meeting Abstract,6,2013,0
Pub75120,Meeting Abstract,5,2012,0
Pub88603,Meeting Abstract,10,2012,0
Pub08999,Meeting Abstract,3,2006,0
Pub32043,Meeting Abstract,1,1998,0
Pub42669,Editorial Material,1,2005,0
Pub49233,Editorial Material,1,2008,0
Pub09326,Editorial Material,3,2015,0.1465
Pub26000,Meeting Abstract,2,2004,0
Pub50955,Article,8,2017,0.8063
Pub55656,Article,7,2017,0.7621
Pub66013,Meeting Abstract,3,1997,0
Pub41103,Meeting Abstract,5,1998,0
Pub30992,Meeting Abstract,2,1998,0
Pub48211,Meeting Abstract,2,1996,0
Pub53796,Meeting Abstract,6,1998,0
Pub59142,Meeting Abstract,6,1996,0
Pub28746,Meeting Abstract,4,2005,0
Pub77564,Meeting Abstract,9,2002,0
Pub30722,Meeting Abstract,7,2012,0
Pub06199,Meeting Abstract,7,2013,0
Pub01510,Meeting Abstract,3,2012,0
Pub30088,Meeting Abstract,4,2001,0
Pub63154,Article,5,2017,1.7095
Pub32020,Meeting Abstract,10,2012,0
Pub05709,Meeting Abstract,3,2009,0
Pub50676,Meeting Abstract,2,1993,0
Pub11541,Meeting Abstract,5,1995,0
Pub15061,Meeting Abstract,7,2016,0
Pub27470,Meeting Abstract,16,2014,0
Pub26832,Meeting Abstract,14,2015,0
Pub82901,Meeting Abstract,11,2016,0
Pub49650,Meeting Abstract,6,2014,0
Pub70430,Editorial Material,3,2016,0
Pub54276,Meeting Abstract,3,2000,0
Pub35581,Article,3,2015,0.2402
Pub55705,Meeting Abstract,5,1997,0
Pub01959,Meeting Abstract,2,2003,0
Pub34108,Meeting Abstract,7,2014,0
Pub17639,Meeting Abstract,5,2012,0
Pub05207,Meeting Abstract,4,1999,0
Pub99452,Meeting Abstract,4,2017,0
Pub70763,Meeting Abstract,4,2004,0
Pub97961,Meeting Abstract,4,2014,0
Pub31314,Article,8,2016,0.1193
Pub66739,Meeting Abstract,7,2004,0
Pub40226,Meeting Abstract,4,2004,0
Pub04959,Meeting Abstract,4,2014,0
Pub34835,Meeting Abstract,2,2015,0
Pub83536,Meeting Abstract,4,1998,0
Pub89194,Meeting Abstract,3,1996,0
Pub32770,Meeting Abstract,4,2003,0
Pub19524,Meeting Abstract,8,2007,0
Pub83393,Meeting Abstract,13,2010,0
Pub79140,Meeting Abstract,14,2011,0
Pub73517,Article,3,2017,0.2515
Pub21579,Proceedings Paper,6,2007,0
Pub03609,Meeting Abstract,7,2014,0
Pub08173,Article,5,2016,0.5508
Pub55863,Meeting Abstract,5,2011,0
Pub88785,Article,11,2017,0.4066
Pub52651,Article,2,2017,0
Pub39404,Meeting Abstract,3,2010,0
Pub87180,Article,9,2017,0.0898
Pub62663,Article,8,2009,0.1068
Pub91477,Article,10,2016,1.6798
Pub16980,Meeting Abstract,8,2011,0
Pub45595,Meeting Abstract,4,2008,0
Pub57891,Review,4,2017,2.3148
Pub03940,Meeting Abstract,2,1996,0
Pub67024,Meeting Abstract,7,2002,0
Pub34840,Meeting Abstract,6,1997,0
Pub76634,Meeting Abstract,3,2015,0
Pub71730,Meeting Abstract,5,2007,0
Pub81804,Article,11,2017,0.9916
Pub31778,Meeting Abstract,2,1996,0
Pub52510,Article,4,2015,0.3392
Pub26743,Meeting Abstract,5,2002,0
Pub24054,Article,19,2017,2.1402
Pub17439,Meeting Abstract,4,2006,0
Pub91603,Meeting Abstract,3,1995,0
Pub33349,Meeting Abstract,4,1995,0
Pub03433,Meeting Abstract,9,2011,0
Pub20662,Review,5,2017,3.2052
Pub74209,Meeting Abstract,5,2001,0
Pub69226,Meeting Abstract,7,2006,0
Pub63100,Article,3,2016,0.4361
Pub97349,Article,3,2013,0
Pub01390,Article,10,2016,0.306
Pub48176,Letter,1,2013,0
Pub91670,Letter,4,1999,0
Pub26722,Meeting Abstract,7,2002,0
Pub83330,Article,11,2017,0.0737
Pub66856,Meeting Abstract,7,2008,0
Pub86355,Article,8,2015,0.1303
Pub52687,Meeting Abstract,11,2014,28.1241
Pub45646,Meeting Abstract,4,2004,0
Pub85487,Meeting Abstract,7,2004,0
Pub13991,Meeting Abstract,4,2011,15.891
Pub59565,Meeting Abstract,2,2009,0
Pub12916,Meeting Abstract,2,2014,0
Pub15910,Meeting Abstract,2,2013,6.7948
Pub35974,Meeting Abstract,8,2014,0
Pub63089,Meeting Abstract,2,2000,0
Pub23085,Meeting Abstract,4,1999,0
Pub58107,Proceedings Paper,1,2007,0
Pub72190,Article,6,2016,0.6089
Pub93004,Meeting Abstract,10,2014,0
Pub42174,Editorial Material,4,2013,0
Pub36779,Meeting Abstract,2,1999,0
Pub71028,Meeting Abstract,6,1996,0
Pub05120,Article,10,2016,0.4868
Pub06191,Article,6,2017,1.6284
Pub50518,Review,3,2017,0.8813
Pub86040,Meeting Abstract,2,2011,0
Pub82935,Article,6,2007,0.0211
Pub55572,Meeting Abstract,5,2004,0
Pub13099,Meeting Abstract,4,1998,0
Pub63577,Proceedings Paper,3,1994,0
Pub73429,Meeting Abstract,5,2014,0
Pub44858,Meeting Abstract,12,2016,0
Pub41186,Meeting Abstract,4,2016,0
Pub10066,Article,41,2016,0.2636
Pub38424,Meeting Abstract,6,2008,0
Pub87382,Meeting Abstract,7,2017,0
Pub60867,Meeting Abstract,6,2005,0
Pub33509,Meeting Abstract,6,2007,0
Pub68587,Article,15,2017,1.9832
Pub63894,Meeting Abstract,13,2016,0
Pub86014,Meeting Abstract,3,2013,0
Pub22704,Meeting Abstract,3,2013,0
Pub29925,Meeting Abstract,6,2001,0
Pub20973,Article,6,2015,0.0928
Pub03247,Review,3,2017,0.869
Pub51988,Article,13,2017,4.9574
Pub20057,Meeting Abstract,8,2006,0
Pub45142,Article,3,2011,0.0309
Pub75306,Meeting Abstract,3,2014,2.6403
Pub42770,Article,10,2016,0.21
Pub47854,Article,6,2017,1.5294
Pub22970,Meeting Abstract,7,2007,0
Pub24851,Meeting Abstract,6,2015,0
Pub42083,Article,9,2016,0.3792
Pub33635,Meeting Abstract,3,2016,0
Pub46183,Meeting Abstract,4,2014,0
Pub43179,Article,15,2015,0.0481
Pub21451,Meeting Abstract,7,2011,0
Pub17469,Meeting Abstract,10,2014,0
Pub99740,Meeting Abstract,9,2010,0
Pub82223,Meeting Abstract,4,1995,0
Pub27403,Meeting Abstract,4,1995,0
Pub78466,Meeting Abstract,7,1995,0
Pub97372,Meeting Abstract,7,1994,0
Pub99905,Meeting Abstract,7,2014,0
Pub98180,Meeting Abstract,6,2015,5.5388
Pub55343,Article,6,2017,0
Pub64440,Meeting Abstract,3,2011,0
Pub52837,Meeting Abstract,5,1998,0
Pub43642,Meeting Abstract,4,2011,15.891
Pub30755,Meeting Abstract,4,2012,0
Pub12368,Meeting Abstract,8,2014,0
Pub97343,Meeting Abstract,7,2010,0
Pub86321,Meeting Abstract,24,2013,0
Pub09610,Article,3,2015,0.0565
Pub98842,Meeting Abstract,2,1999,0
Pub02769,Meeting Abstract,4,2005,0
Pub20458,Meeting Abstract,3,2014,0
Pub53801,Meeting Abstract,8,1998,0
Pub16160,Article,9,2015,0
Pub06448,Proceedings Paper,3,2010,0
Pub20383,Article,1,1999,0
Pub41986,Meeting Abstract,6,2016,0
Pub89333,Meeting Abstract,13,2016,0
Pub89411,Meeting Abstract,6,2013,0
Pub63228,Meeting Abstract,8,2016,0
Pub16965,Meeting Abstract,8,2016,0
Pub23527,Article,4,2011,0
Pub66822,Article,6,2012,0
Pub37539,Article,8,2017,1.328
Pub10393,Review,4,2017,0.0761
Pub94778,Meeting Abstract,5,2001,0
Pub78087,Meeting Abstract,4,2016,0
Pub53733,Meeting Abstract,26,2016,0
Pub74695,Meeting Abstract,3,1996,0
Pub39891,Meeting Abstract,4,2008,0
Pub74540,Meeting Abstract,5,1996,0
Pub96283,Meeting Abstract,5,1998,0
Pub99496,Meeting Abstract,4,1996,0
Pub24543,Meeting Abstract,8,2016,0
Pub82109,Meeting Abstract,8,2016,0
Pub48531,Meeting Abstract,4,1996,0
Pub95754,Meeting Abstract,5,2010,0
Pub84590,Meeting Abstract,7,2014,0
Pub05984,Meeting Abstract,14,2016,0
Pub13289,Editorial Material,3,2016,0
Pub46400,Meeting Abstract,30,2014,0
Pub62629,Editorial Material,1,2000,0.0537
Pub85917,Proceedings Paper,4,2004,0
Pub71336,Meeting Abstract,2,2017,0
Pub66062,Meeting Abstract,3,2010,0
Pub61151,Meeting Abstract,4,1996,0
Pub33971,Article,14,2016,0.1034
Pub74303,Meeting Abstract,5,2003,0
Pub99884,Meeting Abstract,3,2006,0
Pub61539,Meeting Abstract,2,2012,0
Pub63463,Meeting Abstract,4,2000,0
Pub95529,Meeting Abstract,3,2015,0
Pub20366,Meeting Abstract,12,2016,0
Pub06691,Meeting Abstract,6,2017,0
Pub52199,Meeting Abstract,4,2016,0
Pub83217,Meeting Abstract,4,2005,0
Pub50190,Meeting Abstract,6,2011,0
Pub15540,Meeting Abstract,2,1999,0
Pub76502,Meeting Abstract,2,2012,0
Pub92540,Meeting Abstract,4,2001,0
Pub78010,Article,6,2017,1.5055
Pub14702,Meeting Abstract,9,2001,0
Pub31663,Article,2,2003,0.0322
Pub71931,Proceedings Paper,5,1997,0
Pub11749,Meeting Abstract,3,2015,0
Pub74384,Meeting Abstract,10,2010,0
Pub23886,Meeting Abstract,6,1997,0
Pub39225,Meeting Abstract,20,2015,0
Pub33815,Article,93,2017,1.277
Pub52024,Article,8,2017,0.3273
Pub50065,Article,8,2017,0.851
Pub68609,Meeting Abstract,5,2014,0
Pub79437,Meeting Abstract,3,2008,0
Pub02650,Meeting Abstract,4,2004,0
Pub43762,Meeting Abstract,4,2003,0
Pub08742,Meeting Abstract,5,2006,0
Pub35731,Proceedings Paper,3,1997,0
Pub70656,Meeting Abstract,3,1998,0
Pub93566,Meeting Abstract,4,1998,0
Pub18530,Meeting Abstract,3,2011,0
Pub04388,Meeting Abstract,7,2007,0
Pub07121,Meeting Abstract,4,2007,0
Pub78057,Meeting Abstract,9,2012,0
Pub09443,Meeting Abstract,4,2004,0
Pub80378,Meeting Abstract,6,2002,0
Pub48739,Meeting Abstract,4,2005,0
Pub96076,Meeting Abstract,2,2016,0
Pub93482,Meeting Abstract,6,1998,0
Pub99679,Meeting Abstract,7,2014,0
Pub14006,Meeting Abstract,2,2004,0
Pub21353,Meeting Abstract,8,2013,0
Pub42780,Meeting Abstract,6,2012,0
Pub60770,Meeting Abstract,4,2007,0
Pub41270,Letter,8,2017,0
Pub65012,Article,3,2017,0.0823
Pub30324,Article,9,2016,0.1575
Pub08127,Meeting Abstract,6,1999,0
Pub88639,Meeting Abstract,8,2005,0
Pub90639,Meeting Abstract,7,2011,0
Pub01066,Article,5,2017,0.9819
Pub47011,Meeting Abstract,2,2012,0
Pub84741,Meeting Abstract,9,2014,0
Pub36102,Meeting Abstract,5,2007,0
Pub01419,Article,7,2017,2.0353
Pub01994,Meeting Abstract,3,2016,0
Pub20990,Meeting Abstract,3,2014,0
Pub23865,Meeting Abstract,4,2015,0
Pub68412,Meeting Abstract,4,2015,0
Pub44023,Meeting Abstract,4,2014,0
Pub14741,Meeting Abstract,4,2017,0
Pub98090,Meeting Abstract,5,2014,0
Pub68127,Article,10,2017,0.5721
Pub25362,Meeting Abstract,7,1997,0
Pub20391,Article,8,2017,1.638
Pub74842,Meeting Abstract,3,2011,0
Pub73212,Article,11,2017,1.82
Pub76362,Meeting Abstract,25,2014,0
Pub54546,Meeting Abstract,4,2014,0
Pub27747,Meeting Abstract,10,2005,0
Pub00731,Meeting Abstract,3,2010,0
Pub77906,Meeting Abstract,8,2012,0
Pub86183,Meeting Abstract,6,2014,0
Pub28825,Meeting Abstract,6,2010,0
Pub63238,Meeting Abstract,12,2014,0
Pub72792,Article,3,1995,0.0364
Pub81501,Article,4,2017,0.0965
Pub18954,Article,12,2016,0.7301
Pub53682,Review,6,2016,0.3047
Pub60192,Article,15,2017,2.2981
Pub82802,Meeting Abstract,8,2012,0
Pub85383,Meeting Abstract,7,2013,0
Pub45872,Meeting Abstract,4,1998,0
Pub62936,Meeting Abstract,5,2001,4.8397
Pub76578,Meeting Abstract,12,2013,0
Pub16776,Meeting Abstract,12,2013,0
Pub85590,Meeting Abstract,16,2009,0
Pub43550,Meeting Abstract,4,2012,0
Pub32992,Meeting Abstract,12,2009,0
Pub30985,Meeting Abstract,4,2015,0
Pub76389,Article,3,2017,1.994
Pub30742,Meeting Abstract,5,2013,0
Pub12349,Meeting Abstract,8,2016,0
Pub67352,Article,12,2017,0.2609
Pub05564,Meeting Abstract,5,2011,0
Pub72491,Proceedings Paper,2,2014,0
Pub60514,Meeting Abstract,5,2014,0
Pub25843,Meeting Abstract,7,2015,0
Pub77008,Editorial Material,17,2017,2.2774
Pub73462,Meeting Abstract,9,2011,0
Pub74308,Meeting Abstract,5,2012,0
Pub28071,Editorial Material,2,2015,0
Pub64360,Meeting Abstract,2,1996,0
Pub26685,Meeting Abstract,3,2001,0
Pub63034,Editorial Material,2,1997,0
Pub67890,Proceedings Paper,6,1994,0
Pub37124,Meeting Abstract,10,2010,0
Pub21330,Article,5,1998,0
Pub09264,Meeting Abstract,7,2002,0
Pub32625,Meeting Abstract,5,1998,0
Pub58477,Meeting Abstract,10,2010,0
Pub86601,Article,4,2008,0.0357
Pub04916,Meeting Abstract,2,2016,0
Pub13551,Meeting Abstract,4,2017,0
Pub29606,Editorial Material,1,2002,0
Pub24997,Meeting Abstract,14,2013,0
Pub71342,Meeting Abstract,10,2013,0
Pub95521,Meeting Abstract,10,2015,0
Pub84884,Meeting Abstract,8,2001,0
Pub32665,Article,7,2016,0.0466
Pub90711,Meeting Abstract,4,2014,0
Pub22597,Meeting Abstract,5,2004,0
Pub30436,Meeting Abstract,6,2011,0
Pub84547,Meeting Abstract,6,2015,0
Pub23951,Meeting Abstract,6,2015,0
Pub05911,Meeting Abstract,6,2001,0
Pub05770,Meeting Abstract,8,2006,0
Pub85255,Meeting Abstract,6,2003,0
Pub41612,Meeting Abstract,6,1998,0
Pub26760,Meeting Abstract,5,2002,0
Pub09439,Meeting Abstract,4,1996,0
Pub04170,Meeting Abstract,5,1999,0
Pub94791,Review,4,2017,0.6535
Pub22892,Meeting Abstract,8,2016,0
Pub38044,Meeting Abstract,8,2016,0
Pub73717,Meeting Abstract,7,2015,0
Pub36366,Article,87,2017,28.0849
Pub88988,Review,2,2014,0.0185
Pub60517,Article,4,2017,0.5891
Pub98634,Meeting Abstract,9,2012,0
Pub74341,Review,3,2017,1.9108
Pub07459,Meeting Abstract,4,2003,0
Pub22873,Meeting Abstract,4,1999,0
Pub93919,Meeting Abstract,2,2004,0
Pub66581,Meeting Abstract,6,2002,0
Pub92233,Meeting Abstract,31,2012,0
Pub67182,Meeting Abstract,9,2016,0
Pub68082,Article,2,2010,0
Pub34288,Meeting Abstract,4,2012,0
Pub13668,Article,4,2016,0.4038
Pub49521,Meeting Abstract,7,2005,0
Pub44918,Meeting Abstract,3,2017,0
Pub97578,Article,5,2016,0.7349
Pub40519,Meeting Abstract,4,2000,0
Pub86076,Article,14,2017,1.0588
Pub79297,Meeting Abstract,4,2016,0
Pub73341,Article,9,2017,3.2075
Pub06375,Meeting Abstract,9,2013,0
Pub24819,Meeting Abstract,8,1996,0
Pub24560,Proceedings Paper,5,1995,0
Pub84073,Meeting Abstract,5,1998,0
Pub22230,Meeting Abstract,5,1999,0
Pub48693,Article,7,2017,1.4194
Pub90038,Meeting Abstract,6,2013,5.0391
Pub44761,Meeting Abstract,4,2012,0
Pub91180,Article,7,2016,0.9649
Pub94542,Meeting Abstract,3,2002,0
Pub69331,Meeting Abstract,3,1998,0
Pub68776,Meeting Abstract,3,2011,0
Pub40822,Proceedings Paper,3,2013,0
Pub39831,Article,4,2016,0.2028
Pub59633,Article,10,2016,0
Pub63279,Meeting Abstract,9,2017,0
Pub44257,Article,5,2015,0.0541
Pub75429,Meeting Abstract,2,1996,0
Pub22619,Article,2,2014,0.0407
Pub46288,Meeting Abstract,6,2000,0
Pub76179,Meeting Abstract,8,1999,0
Pub24444,Meeting Abstract,8,2008,0
Pub02643,Meeting Abstract,7,2005,0
Pub14351,Meeting Abstract,6,2005,0
Pub86616,Meeting Abstract,2,1997,0
Pub08523,Meeting Abstract,3,2012,0
Pub74347,Meeting Abstract,3,2012,0
Pub47720,Article,3,1997,0
Pub08671,Bibliography,3,1997,0
Pub08832,Article,3,1997,0
Pub89277,Editorial Material,1,2016,0
Pub77971,Meeting Abstract,8,2001,0
Pub79034,Meeting Abstract,9,2000,0
Pub64205,Meeting Abstract,9,2000,0
Pub51711,Meeting Abstract,3,1998,0
Pub32026,Meeting Abstract,3,2000,0
Pub11701,Meeting Abstract,7,2004,0
Pub53240,Article,12,2017,4.2756
Pub94078,Article,6,2017,3.2299
Pub73012,Meeting Abstract,5,1998,0
Pub11976,Article,7,2017,2.7493
Pub53642,Article,5,2017,0.582
Pub16564,Article,11,2012,1.704
Pub54139,Meeting Abstract,4,2015,0
Pub50003,Article,23,2019,261.3116
Pub73360,Article,125,2020,227.0652
Pub82863,Article,13,2018,54.0704
Pub95844,Article,56,2015,17.1586
Pub18937,Article,84,2018,31.5734
Pub02973,Article,11,2017,24.8742
Pub73200,Article,39,2017,30.2282
Pub75822,Review,4,2018,12.0236
Pub20578,Article,201,2020,184.768
Pub32482,Article,21,2018,33.6194
Pub11659,Article,4,2018,33.4195
Pub87840,Article,201,2019,40.9262
Pub57633,Review,29,2018,9.3925
Pub86137,Article,12,2018,22.762
Pub93900,Article,7,2018,14.4176
Pub74697,Article,17,2017,12.7647
Pub02793,Article,58,2017,17.3088
Pub22021,Editorial Material,3,2018,73.2954
Pub72222,Article,12,2018,21.0938
Pub79724,Article,97,2019,30.7709
Pub80713,Article,27,2018,16.9356
Pub04613,Article,35,2019,23.5985
Pub75881,Article,47,2017,8.037
Pub39573,Article,11,2018,13.7546
Pub30843,Article,71,2020,35.7586
Pub51910,Article,1,2017,13.301
Pub85640,Article,9,2018,11.0987
Pub68536,Article,6,2017,7.7059
Pub61364,Article,24,2018,12.6696
Pub47585,Article,6,2017,6.4714
Pub31094,Article,78,2020,34.5965
Pub79726,Article,116,2014,4.9627
Pub71641,Article,10,2017,7.1765
Pub93887,Article,34,2017,9.7249
Pub55001,Article,23,2017,7.4639
Pub80351,Article,87,2018,9.1267
Pub05896,Article,63,2018,13.3035
Pub42741,Article,17,2017,7.1902
